Date,Open,High,Low,Close,Volume,Adj Close
2016-03-08,1163.00,1190.50,1147.40002,1163.44995,3808800,1137.85577
2016-03-07,1170.65002,1170.65002,1170.65002,1170.65002,000,1144.89745
2016-03-04,1175.59998,1185.00,1159.09998,1170.65002,2140800,1144.89745
2016-03-03,1168.00,1192.84998,1154.00,1169.30005,2907100,1143.57717
2016-03-02,1137.05005,1163.50,1125.00,1156.00,3607400,1130.56971
2016-03-01,1094.80005,1130.30005,1094.80005,1125.44995,3193000,1100.69171
2016-02-29,1129.50,1130.40002,1068.30005,1084.05005,4083000,1060.20255
2016-02-26,1120.15002,1132.00,1116.00,1121.15002,2117800,1096.48638
2016-02-25,1125.40002,1130.59998,1101.09998,1110.30005,2242200,1085.87509
2016-02-24,1119.50,1143.75,1118.34998,1125.34998,2475300,1100.59394
2016-02-23,1130.25,1132.50,1116.05005,1123.90002,1250900,1099.17588
2016-02-22,1131.00,1133.94995,1114.05005,1126.65002,1928500,1101.86539
2016-02-19,1119.19995,1134.19995,1113.84998,1127.25,1987000,1102.45216
2016-02-18,1100.00,1127.00,1100.00,1123.40002,2094500,1098.68688
2016-02-17,1081.75,1103.00,1077.00,1097.84998,2082200,1073.6989
2016-02-16,1087.00,1092.75,1073.69995,1079.15002,2562700,1055.41032
2016-02-15,1096.25,1100.19995,1086.59998,1091.75,2546700,1067.73311
2016-02-12,1094.69995,1104.40002,1067.00,1084.65002,3704000,1060.78932
2016-02-11,1111.00,1113.00,1071.15002,1078.65002,2607100,1054.92132
2016-02-10,1108.00,1127.50,1105.00,1108.55005,2933000,1084.16358
2016-02-09,1128.30005,1128.30005,1093.50,1107.65002,3789700,1083.28336
2016-02-08,1163.75,1172.19995,1143.80005,1150.80005,2110500,1125.48415
2016-02-05,1175.50,1186.65002,1171.84998,1174.69995,1992100,1148.85829
2016-02-04,1160.05005,1194.94995,1160.05005,1179.75,2774600,1153.79724
2016-02-03,1167.80005,1175.90002,1152.75,1157.69995,2622900,1132.23226
2016-02-02,1176.84998,1190.00,1164.00,1175.55005,3816300,1149.68968
2016-02-01,1170.00,1179.90002,1161.59998,1173.34998,2125500,1147.53801
2016-01-29,1138.00,1170.00,1131.59998,1164.90002,5116000,1139.27394
2016-01-28,1136.00,1142.59998,1126.19995,1129.59998,3894200,1104.75044
2016-01-27,1146.44995,1149.59998,1135.00,1138.50,3485900,1113.45468
2016-01-26,1137.65002,1137.65002,1137.65002,1137.65002,000,1112.6234
2016-01-25,1140.25,1146.84998,1124.55005,1137.65002,2289600,1112.6234
2016-01-22,1148.09998,1152.50,1131.00,1136.25,3218000,1111.25418
2016-01-21,1135.00,1142.50,1122.00,1137.05005,3371500,1112.03663
2016-01-20,1134.00,1160.00,1117.00,1121.25,3753900,1096.58415
2016-01-19,1135.00,1158.94995,1128.55005,1139.65002,3750200,1114.57941
2016-01-18,1139.90002,1162.09998,1128.34998,1131.90002,5033300,1106.99989
2016-01-15,1148.00,1164.00,1137.55005,1139.90002,6518300,1114.82391
2016-01-14,1066.00,1155.00,1054.34998,1133.00,15113500,1108.07567
2016-01-13,1057.00,1091.00,1048.09998,1083.40002,4375600,1059.56682
2016-01-12,1062.00,1062.94995,1030.84998,1049.94995,3282600,1026.8526
2016-01-11,1056.30005,1069.94995,1052.09998,1055.69995,2680300,1032.47611
2016-01-08,1061.50,1067.40002,1055.50,1063.30005,1578300,1039.90902
2016-01-07,1060.05005,1067.90002,1047.90002,1050.80005,2647000,1027.684
2016-01-06,1074.65002,1074.65002,1058.90002,1069.34998,2794100,1045.82585
2016-01-05,1085.50,1085.50,1062.25,1074.05005,2474800,1050.42253
2016-01-04,1099.94995,1102.44995,1076.05005,1078.90002,1987600,1055.16582
2016-01-01,1100.00,1108.94995,1093.19995,1105.25,903200,1080.93613
2015-12-31,1090.15002,1109.94995,1087.00,1105.40002,3971900,1081.08285
2015-12-30,1101.09998,1106.59998,1083.00,1086.30005,2576900,1062.40305
2015-12-29,1101.25,1110.00,1097.30005,1104.69995,1672500,1080.39818
2015-12-28,1090.00,1110.00,1090.00,1104.75,2763400,1080.44713
2015-12-25,1096.34998,1096.34998,1096.34998,1096.34998,000,1072.23189
2015-12-24,1102.05005,1104.44995,1090.09998,1096.34998,615000,1072.23189
2015-12-23,1095.05005,1102.50,1087.05005,1100.84998,1435400,1076.6329
2015-12-22,1097.44995,1097.44995,1080.09998,1083.75,2054600,1059.9091
2015-12-21,1077.00,1107.40002,1065.94995,1103.44995,2165500,1079.17568
2015-12-18,1103.40002,1103.40002,1079.44995,1083.15002,3609900,1059.32232
2015-12-17,1100.00,1109.80005,1088.00,1107.09998,2479300,1082.74541
2015-12-16,1083.40002,1098.00,1083.40002,1095.84998,2747900,1071.74289
2015-12-15,1073.25,1079.09998,1058.80005,1077.55005,2715900,1053.84554
2015-12-14,1049.50,1073.15002,1048.05005,1069.50,2408300,1045.97258
2015-12-11,1054.00,1061.90002,1045.90002,1052.80005,2695000,1029.64
2015-12-10,1036.59998,1051.59998,1030.30005,1047.34998,2793800,1024.30982
2015-12-09,1043.00,1046.94995,1022.54999,1028.19995,3409100,1005.58107
2015-12-08,1045.05005,1062.75,1039.30005,1044.40002,2862100,1021.42476
2015-12-07,1055.30005,1059.00,1040.00,1046.25,2256900,1023.23404
2015-12-04,1049.00,1064.90002,1040.09998,1049.05005,4187700,1025.9725
2015-12-03,1061.00,1064.80005,1049.05005,1057.75,2752300,1034.48106
2015-12-02,1079.94995,1079.94995,1059.00,1060.69995,3198800,1037.36612
2015-12-01,1088.00,1095.00,1072.94995,1079.00,2949200,1055.26359
2015-11-30,1070.00,1098.30005,1056.19995,1087.90002,9052700,1063.96783
2015-11-27,1058.00,1070.00,1045.00,1066.34998,2571200,1042.89185
2015-11-26,1040.94995,1059.50,1040.05005,1052.40002,4926900,1029.24878
2015-11-25,1041.15002,1041.15002,1041.15002,1041.15002,000,1018.24626
2015-11-24,1050.00,1050.80005,1037.00,1041.15002,2162900,1018.24626
2015-11-23,1050.00,1062.40002,1038.00,1053.69995,2808100,1030.52011
2015-11-20,1048.00,1063.19995,1042.05005,1052.40002,3041400,1029.24878
2015-11-19,1030.25,1052.00,1023.79999,1047.80005,4269800,1024.74999
2015-11-18,1041.00,1045.15002,1011.25,1020.00,5062600,997.5615
2015-11-17,1080.00,1082.90002,1052.00,1061.50,3592000,1038.14857
2015-11-16,1083.65002,1094.00,1067.19995,1080.19995,3404100,1056.43715
2015-11-13,1099.94995,1106.00,1090.00,1100.80005,1760400,1076.58407
2015-11-12,1103.84998,1103.84998,1103.84998,1103.84998,000,1079.5669
2015-11-11,1103.84998,1103.84998,1103.84998,1103.84998,000,1079.5669
2015-11-10,1127.50,1127.50,1100.09998,1103.84998,2340000,1079.5669
2015-11-09,1120.00,1140.00,1115.19995,1134.59998,3062800,1109.64045
2015-11-06,1123.00,1143.90002,1122.90002,1138.30005,1513000,1113.25913
2015-11-05,1142.94995,1145.00,1119.40002,1122.90002,1172600,1098.19788
2015-11-04,1150.09998,1157.59998,1132.30005,1136.80005,1602700,1111.79212
2015-11-03,1133.40002,1150.44995,1133.40002,1145.50,1807300,1120.30069
2015-11-02,1130.00,1135.80005,1114.09998,1131.19995,1772400,1106.31522
2015-10-30,1145.00,1145.00,1130.00,1135.44995,2022300,1110.47173
2015-10-29,1153.09998,1155.90002,1136.05005,1145.05005,2943600,1119.86064
2015-10-28,1144.50,1158.00,1139.00,1153.19995,2627700,1127.83125
2015-10-27,1150.00,1155.00,1144.09998,1149.40002,2631800,1124.11492
2015-10-26,1154.00,1158.50,1143.15002,1152.15002,1597900,1126.80442
2015-10-23,1141.80005,1153.00,1125.09998,1149.90002,3016600,1124.60392
2015-10-22,1138.40002,1138.40002,1138.40002,1138.40002,000,1113.3569
2015-10-21,1125.00,1146.84998,1125.00,1138.40002,3639000,1113.3569
2015-10-20,1113.00,1130.00,1110.59998,1125.94995,4394100,1101.18071
2015-10-19,1102.00,1116.00,1100.50,1111.94995,3673700,1087.48869
2015-10-16,1099.00,1101.40002,1090.00,1094.90002,3209400,1070.81384
2015-10-15,1099.90002,1104.34998,1089.09998,1097.34998,4127800,1063.42989
2015-10-14,1091.44995,1115.55005,1087.19995,1097.59998,4432700,1063.67216
